id,author,rating,title,content,version,date,country,platform,vote_count
14393016703,BLM from Texas,1,HP continues to suck,"Like every HP printer, I’ve bought it never stays connected and printing. A simple document becomes an exercise and frustration. I don’t know why I went back and bought an HP printer.",26.2.0,2026-08-05T17:55:26-07:00,us,iOS App Store,0
14392804203,LFHHLFOAOOAO,5,Review✨,I’m unsure if it’s the printer I recently bought or if its both the app and printer that have been glitching but some times I can’t see no buttons or it doesn’t let me print and doesn’t say why🤷🏽‍♀️ besides that it’s amazing,26.2.0,2026-08-05T16:33:00-07:00,us,iOS App Store,0
14392560945,Caledonia Parker,5,Printer,I love it,26.2.0,2026-08-05T14:57:17-07:00,us,iOS App Store,0
14392517120,LeTreyaP,5,Try again,After many failed attempts this app worked,26.2.0,2026-08-05T14:40:30-07:00,us,iOS App Store,0
14392457585,👏🏻👏🏻👍👍👌👌,5,Great Printer,"Quick and easy setup. Prints flawlessly via wireless from phone, laptop, and PC.",26.2.0,2026-08-05T14:18:09-07:00,us,iOS App Store,0
14392352553,Coco211435,5,App is amazing,I love the app I can send photos as PDFs amazingly simple,26.2.0,2026-08-05T13:39:42-07:00,us,iOS App Store,0
14391961206,jncryjb,1,Horrible,Horrible connection,26.2.0,2026-08-05T11:25:55-07:00,us,iOS App Store,0
14391927366,Pixydustss,1,I’m stuck in someone else’s sign in,"Why the heck do you not make it easy for someone to just log out on this app!!!!! So now (since I need these printed quickly) and I can’t just log them out and me in without a huge run around I’m now printing under them. Also when you select print Best it comes out like Poo, but select Normal and it comes out looking like the best should.",26.2.0,2026-08-05T11:14:44-07:00,us,iOS App Store,0
14391788660,Mike Kamel,1,Printer very bad,"This printer keep saying there is an error
I restarted so many time but still not working",26.2.0,2026-08-05T10:30:19-07:00,us,iOS App Store,0
14391715986,Do tomate,5,Excelente,Es muy rápido y eficiente,26.2.0,2026-08-05T10:07:55-07:00,us,iOS App Store,0
14391432802,Don Jenk,5,hP Scans,"The APP is simple to use, and fast. 
Don J Jenkinson
memeco
Lincolnwood, IL",26.2.0,2026-08-05T08:44:41-07:00,us,iOS App Store,0
14389895335,La Doge,5,Printer apps,They make printer apps like they used to in the future when software quality mattered.,26.2.0,2026-08-05T00:15:37-07:00,us,iOS App Store,0
14389217775,Conniekida,5,Love the App!,"It makes it easier for me to print, save, download and share documents.",26.2.0,2026-08-04T19:35:22-07:00,us,iOS App Store,0
14389217088,Soccer 1801249,5,HP Forever!,I just discovered the easiest printer app on earth. I went from downloading the app to scanning and emailing a document in three minutes. Best App experience ever!,26.2.0,2026-08-04T19:35:07-07:00,us,iOS App Store,0
14389156186,pliestocene,1,SmartHP,"SmartHP does not work more than 50% of the time. I was much happier printing from my device as I’d always done before this HP printer. I believe it’s just a marketing scam, never meant to actually help someone print.",26.2.0,2026-08-04T19:12:39-07:00,us,iOS App Store,0
14388963559,Stacyrenae,1,goodluck,"Gotta be a toddler to figure out how to copy. Cute, but does not work.",26.2.0,2026-08-04T18:02:04-07:00,us,iOS App Store,0
14388663198,Dingle1029384756,5,Great job,Amazing app,26.2.0,2026-08-04T16:06:56-07:00,us,iOS App Store,0
14388250586,mavicrider,1,Horrible UX,"This app is so unreliable in setting up my laser printer. It’s not an exaggeration to say that I’ve gone through the ad, printer steps a dozen times, and on the last step, it says, unable to register your printer. Or can’t find it on the network.  This app is really in need of an overhaul.",26.2.0,2026-08-04T13:31:48-07:00,us,iOS App Store,0
14388180184,Keish683,1,The Worst,The absolute freaking worst,26.2.0,2026-08-04T13:07:10-07:00,us,iOS App Store,0
14388048358,Amazing Ayaan,1,How do I get this app to work?,"When I open the app it just shows a blue screen with the hp logo in the center, how do I get through this to the main home page?",26.2.0,2026-08-04T12:22:30-07:00,us,iOS App Store,0
14387934699,gonziijoujou,3,TOO SOON FOR A PAPERJAM,I have to guide the incoming paper as it prints! I just opened the box right now! I’m worried!,26.2.0,2026-08-04T11:45:06-07:00,us,iOS App Store,0
14387901079,Shade277,1,Way to much advertising,I shouldn’t have to wade through pages of ads just to print something on a printer I paid for.,26.2.0,2026-08-04T11:34:07-07:00,us,iOS App Store,0
14387569587,misestrellas2014,1,La peor compra,Si no pagas pa suscripcion no te deja imprimir,26.2.0,2026-08-04T09:51:04-07:00,us,iOS App Store,0
14387281946,Beki814,1,worst printer ever,"This is the worst printer I’ve ever owned. You get what you pay for and this cheap printer is unreliable, unintuitive and works randomly despite conditions being exact on each attempt. It was a waste of money and I’ll likely never purchase anything HP again after owning this ridiculous, frustrating thing.",26.2.0,2026-08-04T08:27:40-07:00,us,iOS App Store,0
14386779943,181Congo,5,Wow!,"If you can read this is easy!!
Finally!! Simplicity!",26.2.0,2026-08-04T06:07:15-07:00,us,iOS App Store,0
14386326199,tistisbangbang,1,Terrible,"Truly, a bad piece of equipment. It’s older now but should not be such a problem to use. Will not be repurchasing.",26.2.0,2026-08-04T03:41:42-07:00,us,iOS App Store,0
14386304965,Eyric listed,1,Not great,Only lets me print via the app,26.2.0,2026-08-04T03:33:54-07:00,us,iOS App Store,0
14384783971,Nahh.,1,piece of junk,the printer never friggin works. it’s brand new and still never works,26.2.0,2026-08-03T17:32:24-07:00,us,iOS App Store,0
14384625220,Sieara Mist,5,Amazing,It’s bussin,26.2.0,2026-08-03T16:32:05-07:00,us,iOS App Store,0
14384352434,Paulasn,5,My printer,I could not be happier! It’s perfect for my needs!!,26.2.0,2026-08-03T14:48:03-07:00,us,iOS App Store,0
14384220167,AZcgizjxigcigc,5,Printing & Deals,Love it!,26.2.0,2026-08-03T14:00:06-07:00,us,iOS App Store,0
14384099650,Bdl19931993,1,This app SUCKS,Takes forever to print ANYTHING,26.2.0,2026-08-03T13:18:00-07:00,us,iOS App Store,0
14383931487,Unhappy Mrs.,3,Document Retention,"I find it difficult to retain find previous documents,",26.2.0,2026-08-03T12:21:45-07:00,us,iOS App Store,0
14383911379,sherob,1,Nightmare,"It’s impossible to print it takes about an hour for one sheet to print. I’m so confused. It’s on my network and when I send a job to it, it says that it’s sending the information to the printer and then a printer is printing it and I have to do it at at least 20 times before the printer picks it up and print. Printer.",26.2.0,2026-08-03T12:15:10-07:00,us,iOS App Store,0
14383661994,Teebrat,1,regretting,"wish I never got a new printer. It is horrible to hook up horrible for customer service just ridiculous.
And my nickname is not T brat nor is my email anymore, so I’m probably getting charged for two different printers",26.2.0,2026-08-03T10:56:05-07:00,us,iOS App Store,0
14383586273,Jrm&dsm,1,Photo quality,The printer isn’t printing a good picture the first try. Have to try 3-4 times to get a good one.,26.2.0,2026-08-03T10:32:52-07:00,us,iOS App Store,0
